product_category_name_english,review_comment_title,review_comment_message
toys,reclamação,uma das bonecas veio sem chupeta
bed_bath_table,Recomendo,Rapidez na entrega
bed_bath_table,Excelente cortina,"Produto maravilhoso, amei! Prazo cumprido"
auto,Eu recomendo sempre ,"Compro sempre nas lojas lannister, porque além dos preços dos produtos serem mais baratos quê nas outras lojas, à entrega é super rápida... Eles dão um prazo de quase um mês... E chega em 3 dias. "
auto,Entrega ,"Como comprei o celular e a capa+ película juntos, o. Ideal era receber tudo junto."
auto,Melhorar sempre ,Melhorar o atendimento sempre 
electronics,Atraso,Produto não chegou no prazo 
construction_tools_construction,Otimo,Ainda nao instalei recebi ontem
construction_tools_construction,Bom,Muito rápido
market_place,Legal,"Produto aparentemente bom , ainda não testei todas as baterias"
watches_gifts,Recomendo a todos!,Entrega dentro do prazo e vendedor super recomendado
bed_bath_table,Não foi NF,"O produto fala que é felpudo e com mais de 4 cm e não é oque se fala e demorou entrega
"
stationery, Rapidez ,Entrega antecipada e produto bem guardado.
telephony,recomendo a todos,Recomendo esta loja a todos que queiram fazer uma compra segura e garantida.
cool_stuff,Muitooo bom 👏🏻👏🏻??,"Linda, e de muita qualidade.. ficou perfeita no meu Quarto 👏🏻👏🏻??"
bed_bath_table,Tapete,Muito bom e bonito
furniture_living_room,Excelente,Entregue antes do previsro!
construction_tools_lights,aguardando para avalia,Aguardando para avaliar 
construction_tools_lights,Não recebi todos os produ,Comprei 05 unidades do produto. Mas recebi até o momento apenas 01. 
construction_tools_lights,Bom produto,"Bom produto, porém, no site achei que fosse bem maior, mas está bom. Recomendo..."
construction_tools_lights,recomendo,Chegou muito antes do previsto
construction_tools_lights,recomendo,"Muito bom, apenas uma não está funcionando."
construction_tools_lights,Super recomendo,"Produto chegou corretamente, foi entregue antes do prazo."
construction_tools_lights,Excelente,"Produto de ótima qualidade. ... econômico. ..
Superou a expectativa. .. ilumina bem o espaço. .."
construction_tools_lights,Entrega Rápida,"Produto de ótima qualidade e fácil instalação, entrega super rápida, tudo certinho."
construction_tools_lights,cinco estrela,ótimo entrega rápida e eficiente gostei muito
housewares,nao recebi,nao recebi minha compra
health_beauty,"Recomendo, com certeza","Só não dei 5 estrelas porque, pelo que tinha visto no site, tinha uma estampa na fronha/cada.
Mas a qualidade do produto é excelente."
stationery,Mercadoria incorreta,Faltou na entrega 10 rolos de etiquetas 
stationery,Ótimo,Ótimo de confiança pode comprar chegou muito rápido
stationery,10,"Maravilhoso, comprei e indico qualquer um comprar!"
stationery,"Recomendo, aprovado ",Muito bom adorei o produto super recomendo. Chegou bem rápido. 
home_appliances,Comprei dois filtros...,Comprei dois filtros e a embalagem chegou com apenas um filtro... E o outro?
home_appliances,Não recebi o produto...,"Comprei há muito tempo já! Comprei dois ao mesmo tempo, sei lá porque eles enviaram os dois filtros separados. Chegou apenas um, o outro não chegou até hoje e ainda não obtive nenhuma resposta da loja"
health_beauty,Recomendo,O produto chegou até antes do prazo dado. Muito bom!
housewares,Perfeito ,Produto exatamente o que estava descrito.adorei ótima compra eu recomendo
auto,Super satisfeito ,Ótimo produto ! Prazo rápido !!!
health_beauty,Boa,"Entrega e serviço perfeito,só o produto que não cumpriu o que prometia. Escova rotativa muito fraca e fica com cheiro forte de queimado"
health_beauty,Super recomendo,Entrega super rápida e o produto é muito bom! Estou super satisfeita!
pet_shop,Recomendo,entregue antes do prazo muito rapido 
watches_gifts,Recomendo,Relógio lindo entrega antes do prazo
housewares,ainda não recebi,a mercadoria ainda não chegou 
sports_leisure,Recomendo,"Excelente produto, chegou rapido e alem das expectativas. "
food,Super recomendo,"Recebi incompleto, faltou um produto"
auto,Acabamento,"O acabamento poderia ser melhor, mas o produto não deixa de ter qualidade. Recomendo"
bed_bath_table,produto ruim.,Produto ruim pelo preço cobrado.
bed_bath_table,pessima qualidade,"pedido com 02 itens, recebi apena 01 item. item recebido refere-se a 01 jogo com 05 toalhas, que vou usar como pano de chão.
o outro jogo solicitados não recebi, então não poderei avaliar. "
auto,Gostei muito.,"Suspensão muito boa, um pouco dura mas normal todos são recomendo demais pra quem quer dá um abaixada no goleta."
garden_tools,Tristeza,"Comprei, esperei, esperei e até agora nada.
Ainda tenho esperança. Quem sabe houve algum problema que venha a ser resolvido."
telephony,Telefone celular,"Nenhum chip cabe, nem com adaptador!Estou buscando solução mais prática.Caso não consiga, terei que trocar o produto.Recebi dia 17/8."
electronics,Ruin,"Não foi o produto que comprei pelas lannister, recebi duas extensões de cabo HDI."
toys,Gostei,Tô usando a pouco tempo mas por enquanto atendeu minhas expectativas.
health_beauty,Satisfação,"Fiquei muito feliz com minha compra, os produtos chegaram bem antes da data prevista fiquei até surpresa, mercadoria bem embalada e tudo certinho. Amei e super recomendo."
health_beauty,Super Recomendo,Muito bom. Entregue antes do prazo.
health_beauty,Muito bom!,Produto muito excelente!! Entrega antes do prazo! Tudo dentro do combinado.
health_beauty,Andre,Produto ainda não chegou. Estou no aguardo.
health_beauty,Recomendo ,"A princípio fiquei com receio por não ter nenhuma avaliação aqui, mas pesquisei mais informações sobre a empresa e comprei e super recomendo. O aparelho chegou com 10 dias e veio sem nenhum defeito."
health_beauty,Tudo ok,Chegou tudo certinho e antes do prazo!!
health_beauty,Ótimo!!,"Achei ótimo me entregaram dentro do prazo, mas o prazo pode ser menos em outros sites entrega com menos de 7 dias."
health_beauty,Entrega faltando,Comprei dois produtos na loja só veio um. É no site está dizendo que foi entregue os dois. Fiz a reclamação a 4 dias e ainda não tive resposta. 
health_beauty,Confiável,"Recebi o produto dentro do prazo, com todos os itens e em perfeito estado. "
stationery,Tudo Perfeito,Produto entregue dentro do prazo combinado e correto. Recomendo.
baby,Primeira Falha,"Infelizmente aconteceu... em nenhuma outra compra de várias que já fiz na lannister.com, deixei de receber o produto, mas dessa vez, não recebi.... uma pena...."
telephony,Sem comentários,Sem comentários
bed_bath_table,Não recebi a colcha Fanta,Foi me enviado apenas um dos itens. A colcha Fantasy roxa não foi enviada.
sports_leisure,Entrega nota 10,"Entrega feita bem antes do prazo estabelecido, super recomendo."
sports_leisure,Péssima loja,"Boa tarde. 
O produto acabou de chegar. Contudo só veio 01 unidade e eu comprei 03 unidades. 
Quer dizer que além do produto chegar atrasado, ainda veio com a quantidade errada. Estão faltando 02 un"
health_beauty,Bom,"Entregou no prazo, recomendo.



"
health_beauty,super recomendo,rapido a entrega. 
health_beauty,bom,Fiquei satisfeito
health_beauty,Muito bom,Mas que recomendo
bed_bath_table,Compra desatenta ,Estive peneirando minha pesquisa em jogo de cama de solteiro e 100 % algodão e infelizmente depois de olhar vários acabei escolhendo um que depois de concluir a compra fui verificar que era de casal .
health_beauty,Super recomendo!,"O produto chegou dentro do prazo, bem embalado e sem avaria ou defeitos."
sports_leisure,Entrega antes do prazo,"Quero registrar que a entrega foi feita bem antes do prazo mesmo com toda essa confusão por conta da greve.
Muito obrigado, super recomendo."
garden_tools,nota 10,boa tarde vocês e pontual
watches_gifts,Nao recebi,Meu relogio nao chegou
watches_gifts,Relógio veio danificado ,Relógio veio danificado e não é original 
watches_gifts,Ruim,Meu relógio veio funcionando sem travar e faltou uma caixinha pra mas segurança. 
watches_gifts,Não gostei do produto,Produto muito fraco 
watches_gifts,Produto bem inferior ,Muito inferior este produto Não gostei 
watches_gifts,Ótimo produto ,"O relógio é lindo, minha esposa adorou."
watches_gifts,Não muito satisfeita.,"Gostei e chegou no prazo,mas ,ruim que eu não olhei que marca era o produto e me surpreendi pela qualidade. Pois pelo valor poderia ter uma qualidade melhor."
pet_shop,Entrega não concluída,Quando entregar eu formulo uma opinião.
computers_accessories,Super recomendo,Tudo ok
pet_shop,Bom,Bom produto a minha princesa aprovou ??🐕
baby,Transportadora Merda,"A loja escolheu os correios como transportadora. Paguei frete pelo produto, pra o carteiro não ir ao local e colocar no sistema que foi e não tinha ninguém. Achei ridículo isso! "
baby,Esperava mais ,"Pelo preço, o kit deveria ser muito melhor."
christmas_supplies,Ótimo ,"Produto muito bom, o valor excelente, loja muito responsável, gostei muito, Deus abençoe, Paz e Bem."
christmas_supplies,Entrega rápida,Entrega rápida 
electronics,Produto com defeito,"O microfone não está funcionando. Tá com um som muito baixo e estranho. O que fazer para utilizar a garantia?
"
computers_accessories,ainda n recebi,o produto ainda n chegou a minha residencia e ja esta com alguns dias de atraso na entrega.
signaling_and_security,10,Ótimo 
pet_shop,Muito Bom!,"Recomendo a todos, produto muito bom, é entrega rápida!"
telephony,Gostei,Gostei bastante da película. Não é fácil achar película fosca hoje em dia. Geralmente só se encontra película de vidro.
telephony,Preços bons,Tá demorando a entrega
bed_bath_table,Devolução ,"Quero devolver, pedi branco com rosas vermelhas, venho bege e é diferente da foto."
costruction_tools_garden,Preciso da nota fiscal,O produto foi entregue correto mas faltou a nota fiscal gostaria que me enviasse a nota fiscal deste produto.
watches_gifts,Tudo perfeito!,Recebi o meu produto bem antes do prazo estipulado. O relógio é lindo e me pareceu um produto de boa qualidade... Amei!
watches_gifts,5,Rápida entrega
housewares,mais ou menos ,"é uma ótima opção de compra, porém as ultimas coisas que comprei ainda não chegaram, nesses pontos precisa melhorar, mas, nem todas foram assim "
toys,Recomendo,Chegou antes do prazo previsto e com todo o conteúdo indicado sem nenhum problema/defeito.
health_beauty,Ótimo custo benefício,Produto cumpre o que promete e é bem confortável. Numeração normal.
housewares,boa,sempre fui bem atendido
luggage_accessories,Muito bom ,Chegou dias antes do esperado e produto muito bom 
auto,Xxc,Xxxc
sports_leisure,dentro do esperado ,entrega rapida produto atende oque promete
sports_leisure,Entrega super rapida,"Me surpreendeu a agilidade da entrega, super satisfeito e produto de boa qualidade. Recomendo "
books_technical,Falta de respeito,"Uma vergonha uma empresa vender um livro, mas entregar outro que de nada serve para meus estudos. Optei por comprar com a empresa e agora não há mais em outras e nem nessa porcaria... revoltado."
books_technical,Produto trocado,"Não recebi o produto ao qual encomendei! Recebi outro, que não era do meu menor interesse, no local."
books_technical,ENTREGARAM O LIVRO ERRADO,ENTREGARAM O LIVRO ERRADO NÃO CONSIGO CONTACTAR NINGUÉM DA lannister. O SISTEMA NÃO ACEITA QUANDO TENTO CADASTRAR A TROCA PELO LIVRO CORRETO. ENTREM EM CONTATO COMIGO!!
books_technical,Loja Lixo,"Eu comprei o livro educação física e organização curricular, este do anúncio da foto e não o que me enviaram. Eu recebi um livro de nome: educação infantil e cooperação, quero meu dinheiro de volta!!!"
home_appliances,Envio a Jato,"Recebi o produto muito rapidamente. Enviado por Sedex recebi no primeiro dia útil posterior a compra. Recomendo muitíssimo,"
toys,Super recomendado,Comprei na quinta final da tarde e chegou no sábado pela manhã! Produto melhor do que nas fotos
furniture_decor,10,10
computers_accessories,Excelente!,"Excelente, muito obrigado!"
watches_gifts,Péssima!,"Comprei dois relógios, um Relógio Feminino Bracelete Dourado Strass que chegou com defeito e outro Relógio Feminino Bracelete Flor Com Pérolas que ñ chegou, mas consta como entregue."
watches_gifts,Otimo,"Serviços todos ótimos, porém achei só o fecho um pouco frágil!!recomendo! "
watches_gifts,Otimo,"O relojio muito lindo ,gostei de mais .Agora sou preciso que seja da qualidade do material que o vendedor recomendo "
watches_gifts,Muito bom perfeito,"A minha entrega chegou antes do prazo estabelecido o relógio foi do meu agrado muito obrigada estou muito feliz bjs.

"
watches_gifts,Chegou bem antes do prazo,"Comprei no site do baratheon e, no mesmo dia, a nota foi emitida e o relógio foi enviado. Recebi uns 3 dias depois, se muito tempo."
watches_gifts,10,eu gostei muito e recomendo que todos compre nest loja
watches_gifts,recomemndo.,"valeu 
muito bom."
watches_gifts,"Bonito,mas bem simples","Acabamento e fragilidade no produto, equivalente ao preço pago!veio envolto em um plástico,muito de mal gosto"
watches_gifts,Recomento,Recomendo.
watches_gifts,***********,muito bom.
watches_gifts,Otima compra,"Amei o relógio, chegou no prazo e é lindo igual ao anunciado"
telephony,10000000000000,excelente 
sports_leisure,recomendo,entrega super rápida 
cool_stuff,Produto ótimo ,Produto ótimo e entrega rápida 👍
home_confort,tapete muito fino,tapete muito fino...bonito mas podia ser mais grossa a parte de baixo.
furniture_decor,Entrega faltando produto,"Eu comprei dois produtos, um adesivo de parede e um estoscopio, só recebi um produto, o esto, falta o adesivo e está constando como recebi no site"
health_beauty,não recomendo,meu produto veio estragado e ruim.
health_beauty,super recomendado,"O site é de confiança, assim como, a pontualidade na entrega do produto."
health_beauty,Entrega rapida,"Produto chegou em perfeitas condições, bem antes do prazo. 
Recomendo "
health_beauty,Ótimo,Maravilhoso! Faz um pouquinho de barulho mas faz bastante fumaça!
health_beauty,Entrega perfeita,Recebemos mas ainda Não testamos o produto . Amanhã sábado o faremos
health_beauty,Otimo,Otimo
health_beauty,Excelente !,Produto chegou bem embalado e antes do prazo final de entrega. Recomendo!
health_beauty,Bom,"O umbigo dificador é muito bom, bem como foi anunciado."
health_beauty,bom....4,satisfeito.....
health_beauty,super recomendo,otimo
health_beauty,cobra frete e não entrega,"odiei a compra pois paguei frete e tive que retirar nos correios , tudo que comprei na lannister foi entregue na minha casa ..não compro mais.."
health_beauty,produto não entregue,"meu produto não foi entregue, querem que eu retire no correio que é do outro lado da cidade, eu paguei para entregar na minha casa."
sports_leisure,Alteração de sabor,Comprei o sabor Lemon Lime mais o vendedor me ligou falando que havia terminado e me entregaram uma de banana
housewares,Ótima Loja,"Chegou tudo certo, dentro do prazo"
construction_tools_construction,loja desorganizada,"Comprei o papel de parede e após confirmação de envio, recebi um telefonema dizendo que não tinha mais o produto e que fariam um estorno do valor. Após 10 dias recebi o produto correto pelos correios."
watches_gifts,relógio exercito,"excelente produto,ótima qualidade e rapidez na entrega ! recomendo com toda certeza !!!"
watches_gifts,Mais o menos ,Achei fraco
watches_gifts,Amei,Gostei muito do produto
watches_gifts,1,O produto não veio funcionando
watches_gifts,Entrega SUPER rápida.,Amei !
watches_gifts,Muito bom.....,"O produto pelo valor ok apesar de já no primeiro dia de uso a Correia soltou.....
"
watches_gifts,Bonito só na foto,As funções dele é meramente ilustrativa não funcionam apenas a hora
watches_gifts,produto horrivel,produto fora da minha expectativa 
watches_gifts,bom ,recomendo a loja 
watches_gifts,Bom Produto recomendo,Um produto que satisfaz a necessidade de quem quer um relógio funcionando conforme os padrões da categoria.
watches_gifts,Sobre o fundo do relogio ,"O relogio em si é bom mas, esperava q tivesse os ponteiros no fundo em vez de um adesivo mas ta bom."
watches_gifts,Bom relógio ,Bom relógio! Chegou antes da data prevista
computers_accessories,RECOMENDADO!... ,Foram rápidos e entregaram o produto corretamente.
sports_leisure,RECOMENDO,"CONSERVE NESTE PATAMAR DE ATENDIMENTO QUE VOÇES ESTÃO NO CAMINHO CERTO. ESTOU TENTANDO COMPRAR UMA GELADEIRA ,PORÉM TENHO RECEIO DA GARANTIA E NA ENTREGA SE O PRODUTO TIVER AVARIAÇÃO."
sports_leisure,Titulo diferente ,"Na discrição do produto aparecia tamanho oficial, ,as quando recebi o xadrez era em tamanho menor. Não se aproximou do tamanho real de um jogo de xadrez oficial."
sports_leisure,XADREZ,MUITO BOM. TUDO CERTO.
sports_leisure,super recomendo,Rapidez na entrega. Super recomendo
bed_bath_table,Recomendo,produto dentro das expectativas.
bed_bath_table,RECOMENDO,A colcha é muito bonita e destaca bem na cama.
bed_bath_table,super recomendo,amei a colcha 
bed_bath_table,Trocar de produto,"Comprei cobre leito e recebi lençol como se fosse colcha fiquei triste.Estou tentando estorna a compra ou devolver produto ou trocar ninguém retorna contato.
"
bed_bath_table,Muito lindo,Recomendo a colcha e linda! 
bed_bath_table,Perfeito,Foi um presente de casamento o casal adorou. 
bed_bath_table,Produto não entregue,Não chegou o produto poderiam enviar algum e-mail explicando
bed_bath_table,Tive problema ,"Mandei e-mail e ninguém me retorna. 
Sem querer paguei 2 vezes o mesmo pedido pedi estorno de um pagamento e ninguém me retorna "
bed_bath_table,10,"Adorei,a minha chegou bem antes do prazo,e é mais linda do que imaginei..
Por essa e outras razões que amo comprar no baratheon!!
#SuperRecomendo"
bed_bath_table,Entrega parcial,Recebi somente 1 item.....faltam os 2 jogos de lençol e a compra está no site do baratheon como entrega efetuada. Peço para verificar o ocorrido e informar qusndobirei receber os itens faltantes.
bed_bath_table,Não recomendo,"Estava previsto para que o produto chegasse dia 20/04. Dia 03/04 houve uma ""dificuldade na entrega"". Enviei e-mail para a empresa e segundo eles, houve um imprevisto dos correios.O produto não chegou"
bed_bath_table,Muito rapido,Esta loja é muito boa nota 1000
bed_bath_table,GENY Souza ,Lindo maravilhoso 💋?💚
bed_bath_table,Excelente qualidade,"Gostei muito,satisfez minhas espectativas"
bed_bath_table,Ótimo ,Estou satisfeito com a compra
auto,Produto bom,"O produto aparentemente é bom, um pouco fino. Porém ainda não coloquei. É igual as imagens postadas. "
auto,Ótimo ,Ótimo 
auto,Produto mal embalado,"O produto chegou em 2 entregas, só que bem mal embalado, sem aviso de frágil, num papel pardo. Entregaram 2 pacotes em um dia e um pacote no outro. Pacote amassado nas pontas, peças quebradas. Absurdo"
electronics,Tudo correto ,"Tudo como descrito, chegou muito antes do prazo! Ótimo! Recomendo "
office_furniture,otimo,"foi recebido, mas ficou pequeno e já foi pedido a devolução, estamos só aguardando novas instruções para a devolução.
att:"
housewares,Ótimo,"Entrega rápida e segura, loja muito boa."
housewares,*****,o produto era exatamente o que eu precisasa
auto,Recomendo,Produto de ótima qualidade. Muito satisfeito.
furniture_decor,1,MUITO MAU ACABADO NÃO RECOMENDO 
cool_stuff,"Boa qualidade, vale preço","A maioridade das cameras de espiã em baixo de R$100 são lixo. Raramente funcionam, e com qualidade péssima de video e som. Investi um pouco mais aqui e fiquei impressionado com imagem e som. Recomendo"
party_supplies,recomendo,"Entrega no prazo, tudo correto.
Ressalva: consta na transportadora que não havia ninguém na casa, o vizinho ao lado que tem um lava jato estava de sobre aviso e segundo ele ninguém foi entregar nada."
construction_tools_construction,otimo,"tudo certo , so teria embalado de uma melhor forma pois dentro tinha coisas que quebraravam facil"
watches_gifts,Relógio Casio.,"Show de relógio, modelo muito bonito com preço excelente, entrega antes do prazo, recomendo."
watches_gifts,Muito bom,Sempre comprei pela lannister.Nunca tive problema. Recomendo.
watches_gifts,Ótimo,Produto perfeito
watches_gifts,6,O produto descreve que a caixa do relogio é metal e o vidro cristal mineral e não é a caixa é resina cromada e o vidro é acrílico.
watches_gifts,Muito bom ,"Entrega rápida. ...tudo OK 
"
watches_gifts,4,gostei muito
watches_gifts,recomendo,"Pois bem, como acima citado o produto foi entregue errado, incorreto, veio um relógio feminino ao invés do masculino: Relógio Masculino Casio Digital Vintage DB-360-1ADF. "
watches_gifts,recomendo,bom produto
watches_gifts,4 estrelas ,"Produto muito bom, e di alta qualidade recomendo."
watches_gifts,Péssima qualidade ,"Não recomendo essa loja à ninguém, pois já fiz o pagamento da primeira parcela e até agora não recebi o produto "
watches_gifts,Uma pequena frustração. ,"Na especificação dizia caixa e pulseira do relógio em aço inox, no entanto a caixa veio em resina. Por isso dei 4 estrelas. "
watches_gifts,1,Não tiveram compromisso
watches_gifts,Entrega exata,Dentro do combinado 
watches_gifts,********,"excelente lojas, a posterior vou fazer uma aquisição de um relógio,tem jeito de enviar o frete grátis como cortesia da loja. obrigado"
watches_gifts,Excelente,"Fui muito feliz na minha compra. Inclusive a previsão era para o dia 27/08, recebi dia 13/08. Estão de parabéns!"
watches_gifts,Muito satisfeito !!!!,Produto muito legal. Igual à foto !
watches_gifts,Adorei o Relógio! ,"O relógio é lindo e tem várias funções. Só acho que ele tá mais pra feminino do quê masculino pois é bem pequeno; pra mim que sou mulher e tenho o pulso bem fino, ficou ótimo. Adorei! 
Entrega Rápida"
watches_gifts,produto errado,"venho outro modelo de relógio casio, diferente do relógio que comprei."
watches_gifts,Adorei!,"O produto chegou no prazo e superou minhas expectativas, recomendo!"
watches_gifts,recomendo,Comprei 02 relógios e um veio correto e o outro totalmente errado.
toys,Recomendo,"O produto é de boa qualidade, atendeu a nossa expectativa e veio em tempo record, fato que aprovo."
auto,Pessimo,"Comprei um Produto , e veio outro completamente diferente !!!!!"
cool_stuff,10,Nota 10
perfumery,Produto não foi entregue,"O produto ainda não chegou em minhas mãos, peço que verifiquem com os correios aonde foi entregue e quem recebeu."
construction_tools_safety,Não entregaram os lençóis,Não entregaram os lençóis comprados 
construction_tools_safety,Ótimo,Adorei ótimo produto
construction_tools_safety,Embalagem,"O produto é ótimo , porém veio na caixinha de um outro produto . Um GPS."
telephony,Produto,"A capa carteira veio correto,mas a película de vidro veio menor do que o aparelho."
furniture_decor,recebi só um dos itens,"recebi apenas 1 das 2 luminárias, então não entendo como o stark pode setar o produto como entregue."
sports_leisure,péssimo,"30 dias para entrega e nada, segundo os correios ainda não chegou na cidade de entrega, a desculpa será a greve dos caminhoneiros, porém ela atingiu apenas cinco dias do prazo estipulado."
watches_gifts,Produto não entregue ,"Meu produto não foi entregue e está constatado como entregue...
"
musical_instruments,Ótimo,"Recebi o produto antes do combinado, estou satisfeitíssimo com o produto , a loja e a entrega... parabéns continuem assim."
housewares,super recomendo,otima mercadoria
telephony,Bom,"Otimo produto, conforme o anunciado"
baby,Nao recebi meu produto at,Nao recebi meu produto até agora
housewares,Otimo produtos,Ainda nao instalei mais gostei muito
toys,Confiável,"Veio tudo certinho, lacradinho, dentro do prazo, vai na fé!"
telephony,Ótimo,Excelente
perfumery,Otima,Apesar da greve dos caminhoneiros não houve muito atraso.
perfumery,Ótimo produto,"Não possamos mais ficar sem o perspirex, eu recomendo a todos que tem problema de transpiração em excesso "
electronics,recomendado,produto entregue no prazo ainda em avaliação
books_general_interest,Rápida entrega,"Gostei muito, é linda essa bíblia e de facil entendimento."
books_general_interest,Recomendo a loja ,"Preço muito convidativo, entrega no prazo,produto bem embalado, mas deveria haver mais cuidado na embalagem, produto veio solto na caixa, poderia vir com protetores para evitar danos, que não houveram"
bed_bath_table,A rapidez sempre eficaz,"Como sempre a eficácia , da entrega não tem o que disseram .
Então estão de parabéns ..."
sports_leisure,boa,gostei
electronics,RECOMENDO,"Ótimo produto, material muito resistente e entrega antes do prazo."
home_confort,Reclamação em relação a d,"Está mercadoria foi pedida duas vezes por engano. Pedi o cancelamento de um deles, porém não foi efetivado e não me deram resposta. Resultado estou com 6 peças idênticas do produto.
Fiquei indignada."
perfumery,Excelente!,"Adorei! 
Excelente atendimento! 👏"
furniture_decor,Atraso na entrega,"Ainda recebi o produto,já passou do prazo estimado e paguei o frete"
health_beauty,Recebi produto diferente,Recebi um produto diferente do que pedi e não estou sendo assistida quanto a isso !
housewares,Entrega super rapida,A parceira da lannister entregou a encomenda muito rapidamente !
housewares,Não recebi meu produto ,"Empresas que trabalham com correios tem um grande descaso com seus clientes, pois esta ""transportadora"" não tem respeito com ninguém."
furniture_decor,Ótimo!,Ótimo produto. Eu recomendo 
housewares,Sabonete para mamadeira,Ok
fashion_bags_accessories,Muito bom!,"Ótimo material, feito com um excelente acabamento!
Recomendo!"
drinks,eu recomendo.,"Faz pouco tempo que tô tomando, não dá pra falar muita coisa, más pelo menos é diurético."
health_beauty,Excelente! ,"O prazo para entrega era de 14 dias úteis, chegou em 2 dias! Muito bom! "
health_beauty,Entrega super rápida,Muito eficiente a entrega.
health_beauty,Produto duplicado,"Conforme já informei, recebi duas remessas do produto e espero que apenas uma tenha sido lançada no cartão. 
Gostaria de solicitar a retirada do produto extra."
health_beauty,Avaliacao,"Só achei o prazo dado, muito longo. Ainda bem que veio bem antes."
health_beauty,Recebi Outro Produto,"Comprei Feno Grego, me entregaram Ginkgo Biloba e peço ENCARECIDAMENTE que realizem a troca na minha residência.
Obrigada!"
health_beauty,Insatisfação ,"Recebi o produto errado, há três dias tento resolver e não consigo. Quero devolver o que recebi e não sei como fazer. Quero receber o valor de volta, pois tive que comprar meu produto em outra loja."
health_beauty,bom,muito bom................................
health_beauty,entrega do produto,"Tive que retirar meu produto em uma agência dos correios extremamente distante da minha casa. Recomendaria a agência de distribuição DirectLog, pois a entrega é realmente feita."
furniture_decor,Entrega ok,Produto nao com qualidade de imagem muito boa na minha opiniao ! 
home_construction,Muito bom nota 10,Gastei muito
home_construction,dúvida sobre luminária,"Não recebi o Kit ainda das tres luminárias. Sabem me informar, por favor, o status. Obrigada,"
sports_leisure,Super recomendo,"Recebi incompleto, faltou um produto"
watches_gifts,recomendo,entregou ate antes do prazo previsto...
watches_gifts,Prazo muito longo,"A entrega foi realizada no prazo estimado, mas a compra foi realizada no dia 16/ 04 e a entrega no dia 06/06 quase 2 meses e não tinha opção do frete mais rápido. O site poderia rever essa política."
health_beauty,Tudo certo,"Produto de acordo com o anúncio, recomendo."
pet_shop,Defeito,"O produto chegou bem antes do prazo, mas com defeito, veio quebrado o lugar de fazer o encaixar. Muito bonitinha, mas frágil. Tentei realizar a troca pelo site e não consegui. "
construction_tools_construction,Ótimo ,Gosto muito de comprar com lojas lannister. São confiáveis. 
furniture_decor,nunca mais !!!,"não entregou a mercadoria !!!
"
bed_bath_table,Bom,"Lindo coberdron é macio esquenta bem, recomendo. "
perfumery,muito bom,"lannister sempre comprei, cada dia melhor"
housewares,prazo entrega,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon."
baby,Postagem,A residência fica uma pessoa 24 horas. Um absurdo redirecionarem para os Correios. Alegando que tentaram 3 entregas. Recebi produtos de lojas diferentes na mesma data citada.
baby,muito bom,adorei! super resistente e bonito o tapete! Recomendo
housewares,nao recebi produto,pessimo
construction_tools_construction,bom,o produto é bom a entrega é rapida;mas frete muito caro.
bed_bath_table,Cor errada,"Comprei o produto na cor laranja, foi enviado na cor vermelha, ate desanimei de devolver, o processo de troca sei que ia demorar, esse parceiro targaryen deveria ter avisado que a cor estava em falta"
bed_bath_table,Cor errada,Comprei o produto com a cor laranja e veio com a cor amarela.
watches_gifts,aspecto do produto,o produto branco veio sujo como se já tivesse sido usado e dando a impressão de não ser novo.
stationery,Ótimo ,Tudo otimo
sports_leisure,Atendimento ótimo,Estou usando o produto e espero obter os resultados satisfatórios.
sports_leisure,****,"Produto entregue dentro do prazo, comecei usar a pouco tempo, espero o resultado desejado."
sports_leisure,Demanda alta,"Creio q pela alta demanda de pedidos , o meu foi entregue um pouco atrasado...mas é compreensível"
sports_leisure,Comecei a usar agora,Ta em fase de teste
watches_gifts,Rapidez e satisfacao,"O produto chegou antes do prazo estimado, muito bem embalado e apresentado. "
electronics,Recomendo,Site confiável
auto,ÓTIMO,Recomendo produto entrega rapida
sports_leisure,Cancelamento,Foi solucionado o cancelamento do produto e o mesmo me foi entregue. Já tentei entrar em contato para recebimento do código de envio. Mais não obtive resposta.
bed_bath_table,0,Nao recebi o produto
construction_tools_construction,otimo,otimo
perfumery,amei,Produto chegou antes do prazo tudo certinho amei obrigado 
perfumery,recomendo com certeza,Ótimo
perfumery,Parabéns ,Excelente produto muito lindo entrega rapida
perfumery,reomendo,foi muito bem atendida produto entregue no prazo e correto
perfumery,Recebi veio perfeito ,Ótimo produto super recomendo 
perfumery,Muito bom,Gostei do produto e chegou antes do prazo!
perfumery,Parabéns,"Excelente aquisição, minha filha ficou muito feliz, excelente produto, de qualidade e muito bonito."
toys,Excelente,"Muito bom o produto. Didatico, meu filho adorou.
"
auto,Ótimo ,Recebi o produto muito antes da data estimada para a entrega.
housewares,Perfeito,"Entrega no prazo, produto bem embalado.
Melhor do que esperava super recomendo o prestador."
perfumery,Bolsa de manicure ,Tudo ok
auto,Recomendo,produto entregue na data prevista conforme prazo estipulado.
baby,Produtouito bom,Produto MT bom
toys,Recomendo,Produto entregue no prazo em perfeito estado.
toys,recomendo,recomendo
bed_bath_table,Ótimos ,Até aqui tenho comprado e tenho sido nemm atendida nada a reclamar
bed_bath_table,Gostei muito,"Adorei, como na foto"
